Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
504602362,"PSYC UD ELECTIVE 7","","",,,,4,"",",PC25,PC25,PC25,PC25,PC25,PC25,PC25,PC25,PC26,PC26,PC26,PC26,PC26,PC26,PC26,PC26",
506261830,"SOCI UD ELECTIVE 7","","",,,,4,"",",SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO25",
507286653,"BICD 100","","","400036334;1422243924",,,4,"",",BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29",
507563039,"COGS UD Elective 6","","",,,,4,"",",CG25,CG25,CG25,CG25,CG25,CG25,CG25,CG25,CG29,CG29,CG29,CG29,CG29,CG29,CG29,CG29,CG31,CG31,CG31,CG31,CG31,CG31,CG31,CG31,CG33,CG33,CG33,CG33,CG33,CG33,CG33,CG33,CG34,CG34,CG34,CG34,CG34,CG34,CG34,CG34,CG35,CG35,CG35,CG35,CG35,CG35,CG35,CG35",
511193613,"ETHN UD 4","","",,,,4,"",",ET25,ET25,ET25,ET25,ET25,ET25,ET25,ET25",
512038798,"NANO 15","","",,,,4,"",",NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25",
515480123,"LIGN 110","","","2737863118",,,4,"",",LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34,LN34",
516279138,"ANTH 5/ANTH 42/ANTH 43/SOCI 70/PSYC 1","","",,,,4,"",",AN29",
517009778,"MUS 101B","","","2731646793",,,4,"",",MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25",
518344410,"UD Practice 2","","",,,,4,"",",MU27,MU27,MU27,MU27,MU27,MU27,MU27,MU27",
518367442,"USP 185A","","","1632247797;4171289610;3429469570;1138684052",,,4,"",",US27,US27,US27,US27,US27,US27,US27,US27,US27,US27,US27,US27,US27,US27,US27,US27",
518516159,"UD Elective - Single Tradition 1","","",,,,4,"",",RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26",
520595482,"CSE Technical Elective","","",,,,4,"",",EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26",
520923070,"LATI UG Elective 4","","",,,,4.0,"",",LA26,LA26,LA26,LA26,LA26,LA26,LA26,LA26,LA27,LA27,LA27,LA27,LA27,LA27,LA27,LA27",
521820953,"PROFESSIONAL ELECTIVE 1","","",,,,4,"",",EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27",
524658450,"LTWL 19B","","",,,,4,"",",CL25",
526376391,"ANTH UD Elective 4","","",,,,4,"",",AN26,AN26,AN26,AN26,AN26,AN26,AN26,AN26",
527287678,"SOCIAL SCIENCE 1","","",,,,4,"",",CE25,CL25,EC26,EC27,MU27,SE27,TH27,UN27,UNHA,UNPS,UNSS",
527976022,"PHYS 2B","","","1397765375;3312220726",,,4,"",",BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31",
528136159,"DF7 - MGT ELECTIVE","","",,,,4,"",",IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34",
532573659,"LIGN ELECTIVE","","",,,,4,"",",LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25",
532830731,"(ANTH 2) SOCIAL SCIENCE GE","","",,,,4,"",",AN26",
535715372,"PHYS 4C","","","213743646;1397765375;1497098272;2782408147;3975284333;2452577601",,,4,"",",EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY28,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY30,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY31,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34",
539450947,"CHEM ELECTIVE LAB 1","","",,,,4,"",",CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25",
540641890,"Language Requirement 2","","",,,,5,"",",LN25,LN29,LN33,LN34",
540866474,"SE 125","","","1497098272;1621261115",,,4,"",",SE27,SE27,SE27,SE27,SE27,SE27,SE27,SE27",
542057120,"UD Advanced Practice","","",,,,4,"",",MU27,MU27,MU27,MU27,MU27,MU27,MU27,MU27",
550373986,"TE 1","","",,,,4,"",",BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC25,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34",
551515693,"Additional Elective 1","","",,,,4,"",",CG32,CG32,CG32,CG32,CG32,CG32",
552223143,"PHYS 152B","","","3212033233",,,4,"",",PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32",
553226743,"NANO 115L","","","3797105137",,,4,"",",NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25",
555203220,"UD Major 9","","",,,,4,"",",EN28,EN28,EN28,EN28,EN28,EN28,EN28,EN28,MA27,MA27,MA27,MA27,MA27,MA27,MA27,MA27,MA29,MA29,MA29,MA29,MA29,MA29,MA29,MA29,MA30,MA30,MA30,MA30,MA30,MA30,MA30,MA30,MA31,MA31,MA31,MA31,MA31,MA31,MA31,MA31,MA32,MA32,MA32,MA32,MA32,MA32,MA32,MA32,MA33,MA33,MA33,MA33,MA33,MA33,MA33,MA33,UN27,UN27,UNHA,UNHA,UNPS,UNPS,UNSS,UNSS",
555323233,"IE/RR3 - Interdisciplinary Elective/Regional Requirement","","",,,,4,"",",IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36",
556472588,"Language Requirement 4","","",,,,5,"",",LN25,LN29,LN33,LN34",
556802587,"MAE 131B/MAE 160","","","1916312521;1328251895",,,4,"",",MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34,MC34",
558720369,"DF-7 - PHILOSOPHY","","",,,,4,"",",IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36",
559102031,"MATH 10C if choosing the 10 series","","","227502030",,,4,"",",CG35,CG35,CG35,CG35,CG35,CG35,CG35,CG35",
563614664,"UD PSYC ELECTIVE","","",,,,4,"",",PC35,PC35,PC35,PC35,PC35,PC35,PC35,PC35",
565098756,"HIUD 5","","",,,,4,"",",HI25,HI25,HI25,HI25,HI25,HI25,HI25,HI25",
573781086,"LD Intro Course 1","","",,,,4,"",",GH25,GH25,GH25,GH25,GH25,GH25,GH25,GH25",
578078396,"LTCS 100, LTTH 110,/LTTH 115","","",,,,4,"",",LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT36",
578852262,"JAPN 140B","","","3832235186",,,4,"",",JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25,JA25",
580405976,"PSYC 100","","",,,,4,"",",PC28,PC28,PC28,PC28,PC28,PC28,PC28,PC28,PC31,PC31,PC31,PC31,PC31,PC31,PC31,PC31",
584412047,"UD NEURO CORE 3","","",,,,4,"",",BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38",
586820008,"NANO 11","","","865583461",,,4,"",",NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25",
588242913,"PHYS UD DEPTH 2","","",,,,4,"",",PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY29,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY33,PY34,PY34,PY34,PY34,PY34,PY34,PY34,PY34",
593355279,"HIUD 8","","",,,,4,"",",HI25,HI25,HI25,HI25,HI25,HI25,HI25,HI25",
596402493,"UD GH Core Course 1","","",,,,4,"",",GH25,GH25,GH25,GH25,GH25,GH25,GH25,GH25,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26",
596962102,"ELECTIVE 5","","",,,,4,"",",AA25,AA25,AA25,AN26,AN26,AN26,AN26,AN26,AN26,AN27,AN27,AN27,AN27,AN27,AN27,AN28,AN28,AN28,AN28,AN28,AN28,AN29,AN29,AN29,AN29,AN29,AN30,AN30,AN30,AN30,AN30,BI30,BI30,BI30,BI30,BI31,BI32,BI37,CG25,CG25,CG25,CG25,CG25,CG29,CG29,CG29,CG29,CG29,CG31,CG31,CG31,CG31,CG31,CG32,CG32,CG32,CG32,CG32,CG32,CG33,CG33,CG33,CG33,CG33,CG34,CG34,CG34,CG34,CG34,CG35,CG35,CG35,CG35,CG35,CH34,CL25,CL25,CL25,CL25,CL25,CL25,CM26,CM26,CM26,CM26,CM26,CM26,CN25,CN25,CN25,CN25,CN25,CN25,CR25,CR25,CR25,CR25,CR25,CR25,DS25,ED25,ED25,ED25,ED25,ED25,ED25,EN25,EN25,EN25,EN25,EN25,EN25,EN28,EN28,EN28,EN28,EN28,EN30,EN30,EN30,EN30,EN30,ES25,ES25,ES25,ES26,ES26,ES26,ES27,ES28,ES28,ES28,ET25,ET25,ET25,ET25,ET25,ET25,GH25,GH25,GH25,GH25,GH25,GH25,GH26,GH26,GH26,GH26,GL25,GL25,GL25,GL25,GL25,GS25,GS25,GS25,GS25,GS25,GS25,HI25,HI25,HI25,HI25,HI25,HI25,HS25,HS25,HS25,HS25,HS26,HS26,HS26,HS26,HS27,HS27,HS27,HS27,HS27,HS28,HS28,HS28,HS28,HS28,IS25,IS25,IS25,IS25,IS27,IS27,IS27,IS27,IS28,IS28,IS28,IS28,IS29,IS29,IS29,IS29,IS30,IS30,IS30,IS30,IS31,IS31,IS31,IS31,IS34,IS34,IS36,IS36,IS36,IS36,IT25,IT25,IT25,IT25,IT25,IT25,JA25,JA25,JA25,JA25,JA25,JS25,JS25,JS25,JS25,JS25,JS25,LA25,LA25,LA25,LA25,LA25,LA25,LA26,LA26,LA26,LA26,LA26,LA26,LA27,LA27,LA27,LA27,LA27,LA27,LN25,LN25,LN25,LN25,LN25,LN25,LN29,LN29,LN29,LN29,LN29,LN29,LN32,LN32,LN32,LN32,LN32,LN32,LN33,LN33,LN33,LN33,LN33,LN33,LN34,LN34,LN34,LN34,LN34,LN34,LT33,LT33,LT33,LT33,LT34,LT36,LT41,LT41,LT41,LT41,MA27,MA27,MA27,MA27,MA29,MA29,MA29,MA29,MA30,MA30,MA30,MA30,MA31,MA31,MA31,MA31,MA32,MA32,MA32,MA32,MA33,MA33,MA33,MA33,MA35,MA35,MA35,MA35,MU25,MU25,MU25,MU25,MU26,MU26,MU26,MU26,MU27,MU27,MU27,MU27,PB25,PB25,PB25,PB26,PB27,PB27,PB28,PB28,PB28,PB29,PB29,PB29,PB29,PB30,PB30,PB30,PB30,PB31,PC25,PC25,PC25,PC25,PC25,PC25,PC26,PC26,PC26,PC26,PC26,PC26,PC28,PC28,PC28,PC28,PC28,PC28,PC29,PC29,PC29,PC29,PC29,PC30,PC30,PC30,PC30,PC30,PC31,PC31,PC31,PC31,PC31,PC32,PC32,PC32,PC32,PC32,PC33,PC33,PC33,PC33,PC33,PC34,PC34,PC34,PC34,PC34,PC34,PC35,PC35,PC35,PC35,PC35,PL25,PL25,PL25,PL25,PL25,PS25,PS25,PS25,PS25,PS25,PS26,PS26,PS26,PS26,PS26,PS26,PS27,PS27,PS27,PS27,PS27,PS28,PS28,PS28,PS28,PS28,PS29,PS29,PS29,PS29,PS29,PS30,PS30,PS30,PS30,PS30,PS30,PS31,PS31,PS31,PS31,PS31,PS32,PS32,PS32,PS32,PS34,PS34,PS34,PS34,PS34,PY28,PY29,PY29,PY30,PY30,PY30,PY31,PY31,PY31,PY33,PY33,PY33,PY34,PY34,PY34,RE26,RE26,RE26,RE26,RE26,RE26,RU26,RU26,RU26,RU26,RU26,SI29,SI30,SI31,SI31,SI31,SI31,SO25,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO27,SO28,SO28,SO28,SO28,SO28,SO28,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,TH26,TH26,TH26,TH26,TH27,TH27,TH27,TH27,TH27,UN27,UNHA,UNPS,UNSS,US26,US26,US26,US26,US26,US27,US27,US27,US27,VA26,VA26,VA26,VA26,VA26,VA27,VA27,VA27,VA27,VA27,VA28,VA28,VA28,VA28,VA28,VA29,VA29,VA29,VA29,VA29,VA30,VA30,VA30,VA30,VA30",
598596806,"DF-3 - PHILOSOPHY","","",,,,4,"",",IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36",
598946973,"MATH 10A","","",,,,4,"",",AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,AN29,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,US27",
604082641,"CHIN 10B","","",,,,5,"",",CN25,CN25,CN25,CN25,CN25,CN25,CN25,CN25",
605358304,"CAT 125/PRACTICUM 2","","",,,,4,"",",AN26,AN27,AN28,AN29,BI34,CG29,CG32,CG33,CG34,CG35,CL25,CN25,CR25,EN25,EN28,EN30,GL25,GS25,JS25,MA27,MA29,MA30,MA31,MA33,MA35,MU25,MU26,PL25,PS25,PS26,PS27,PS28,PS29,PS30,PS31,PS34,SI29,SI30,SO25,SO27,SO28,SO29,SO31,SO32,SO33,TH26,VA30",
606345544,"HIUD 10","","",,,,4,"",",HI25,HI25",
609657963,"NANO 120A","","","3146293527",,,4,"",",NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25",
609903894,"UD MAJOR ELECTIVE 9","","",,,,4,"",",SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30",
611304998,"HUM 5","","",,,,4,"",",AA25,AN26,AN27,AN28,AN29,AN30,BE25,BE27,BE28,BE29,BI30,BI31,BI32,BI34,BI35,BI37,BI38,CE25,CG25,CG29,CG31,CG32,CG33,CG34,CG35,CH25,CH34,CH35,CH36,CH38,CL25,CM26,CN25,CR25,CS25,CS26,CS27,DS25,EC26,EC27,EC28,EC37,ED25,EN25,EN28,EN30,ES25,ES26,ES27,ES28,ET25,GH25,GH26,GL25,GS25,HI25,HS25,HS26,HS27,HS28,IS25,IS26,IS27,IS28,IS29,IS30,IS31,IS34,IS36,IT25,JA25,JS25,LA25,LA26,LA27,LN25,LN29,LN32,LN33,LN34,LT33,LT34,LT36,LT41,MA27,MA29,MA30,MA31,MA32,MA33,MA35,MC25,MC27,MC30,MC31,MC32,MC33,MC34,MU25,MU26,MU27,NA25,PB25,PB26,PB27,PB28,PB29,PB30,PB31,PC25,PC26,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PL25,PS25,PS26,PS27,PS28,PS29,PS30,PS31,PS32,PS34,PY26,PY28,PY29,PY30,PY31,PY32,PY33,PY34,RE26,RU26,SE27,SI29,SI30,SI31,SO25,SO27,SO28,SO29,SO30,SO31,SO32,SO33,TH26,TH27,UN27,UNHA,UNPS,UNSS,US26,US27,VA26,VA27,VA28,VA29,VA30",
616634500,"CGS 100B","","","1596705904",,,4,"",",CR25,CR25,CR25,CR25,CR25,CR25,CR25,CR25",
620513928,"LIGN ELECTIVE 2","","",,,,4,"",",LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN29,LN32,LN32,LN32,LN32,LN32,LN32,LN32,LN32",
622021263,"BIBC 100/CHEM 114A","","","2515618106;324058955",,,4,"",",BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37",
624314373,"TDPR 6","","",,,,4,"",",TH27,TH27,TH27,TH27,TH27,TH27,TH27,TH27",
